,index,constraint,fold,model,overfit,task,test,tool,train,val,seed
21,21,14400s1c8G,1,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
22,22,14400s1c8G,2,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
23,23,14400s1c8G,3,best_ensemble_model,,cnae-9,0.953704,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
24,24,14400s1c8G,4,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
25,25,14400s1c8G,0,best_ensemble_model,,connect-4,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
26,26,14400s1c8G,1,best_ensemble_model,,connect-4,0.693291,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
27,27,14400s1c8G,2,best_ensemble_model,,connect-4,0.72581,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
28,28,14400s1c8G,3,best_ensemble_model,,connect-4,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
29,29,14400s1c8G,4,best_ensemble_model,,connect-4,0.710833,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
30,30,14400s1c8G,0,best_ensemble_model,,higgs,0.713974,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
31,31,14400s1c8G,1,best_ensemble_model,,higgs,0.71373,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
32,32,14400s1c8G,2,best_ensemble_model,,higgs,0.692675,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
33,33,14400s1c8G,3,best_ensemble_model,,higgs,0.676123,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
34,34,14400s1c8G,4,best_ensemble_model,,higgs,0.725962,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
35,35,14400s1c8G,0,best_ensemble_model,,kr-vs-kp,0.993738,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
36,36,14400s1c8G,1,best_ensemble_model,,kr-vs-kp,0.98503,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
37,37,14400s1c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
38,38,14400s1c8G,3,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
39,39,14400s1c8G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
40,40,14400s1c8G,0,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
41,41,14400s1c8G,1,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
42,42,14400s1c8G,2,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
43,43,14400s1c8G,3,best_ensemble_model,,segment,0.978355,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
44,44,14400s1c8G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
45,45,14400s1c8G,0,best_ensemble_model,,vehicle,0.894968,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
46,46,14400s1c8G,1,best_ensemble_model,,vehicle,0.837121,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
47,47,14400s1c8G,2,best_ensemble_model,,vehicle,0.837121,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
48,48,14400s1c8G,3,best_ensemble_model,,vehicle,0.872294,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
49,49,14400s1c8G,4,best_ensemble_model,,vehicle,0.896645,autosklearnEnsembleIntensification_520_members10_repeats5_level1_strategyNone_ensemble_highest_repeat_trusted,,,0
50,50,14400s1c8G,0,best_ensemble_model,,Albert,0.592912,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
51,51,14400s1c8G,1,best_ensemble_model,,Albert,0.651914,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
52,52,14400s1c8G,2,best_ensemble_model,,Albert,0.629786,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
53,53,14400s1c8G,3,best_ensemble_model,,Albert,0.659651,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
54,54,14400s1c8G,4,best_ensemble_model,,Albert,0.669504,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
55,55,14400s1c8G,0,best_ensemble_model,,Australian,0.91511,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
56,56,14400s1c8G,1,best_ensemble_model,,Australian,0.831494,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
57,57,14400s1c8G,2,best_ensemble_model,,Australian,0.859508,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
58,58,14400s1c8G,3,best_ensemble_model,,Australian,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
59,59,14400s1c8G,4,best_ensemble_model,,Australian,0.869694,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
60,60,14400s1c8G,0,best_ensemble_model,,MiniBooNE,0.886741,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
61,61,14400s1c8G,1,best_ensemble_model,,MiniBooNE,0.907858,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
62,62,14400s1c8G,2,best_ensemble_model,,MiniBooNE,0.92857,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
63,63,14400s1c8G,3,best_ensemble_model,,MiniBooNE,0.876892,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
64,64,14400s1c8G,4,best_ensemble_model,,MiniBooNE,0.845822,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
65,65,14400s1c8G,0,best_ensemble_model,,adult,0.828929,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
66,66,14400s1c8G,1,best_ensemble_model,,adult,0.758084,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
67,67,14400s1c8G,2,best_ensemble_model,,adult,0.821591,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
68,68,14400s1c8G,3,best_ensemble_model,,adult,0.827794,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
69,69,14400s1c8G,4,best_ensemble_model,,adult,0.826911,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
70,70,14400s1c8G,0,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
71,71,14400s1c8G,1,best_ensemble_model,,cnae-9,0.935185,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
72,72,14400s1c8G,2,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
73,73,14400s1c8G,3,best_ensemble_model,,cnae-9,0.925926,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
74,74,14400s1c8G,4,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
75,75,14400s1c8G,0,best_ensemble_model,,connect-4,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
76,76,14400s1c8G,1,best_ensemble_model,,connect-4,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
77,77,14400s1c8G,2,best_ensemble_model,,connect-4,0.707645,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
78,78,14400s1c8G,3,best_ensemble_model,,connect-4,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
79,79,14400s1c8G,4,best_ensemble_model,,connect-4,0.482221,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
80,80,14400s1c8G,0,best_ensemble_model,,higgs,0.677257,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
81,81,14400s1c8G,1,best_ensemble_model,,higgs,0.696456,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
82,82,14400s1c8G,2,best_ensemble_model,,higgs,0.716567,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
83,83,14400s1c8G,3,best_ensemble_model,,higgs,0.670731,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
84,84,14400s1c8G,4,best_ensemble_model,,higgs,0.715792,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
85,85,14400s1c8G,0,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
86,86,14400s1c8G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
87,87,14400s1c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
88,88,14400s1c8G,3,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
89,89,14400s1c8G,4,best_ensemble_model,,kr-vs-kp,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
90,90,14400s1c8G,0,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
91,91,14400s1c8G,1,best_ensemble_model,,segment,0.978355,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
92,92,14400s1c8G,2,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
93,93,14400s1c8G,3,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
94,94,14400s1c8G,4,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
95,95,14400s1c8G,0,best_ensemble_model,,vehicle,0.872294,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
96,96,14400s1c8G,1,best_ensemble_model,,vehicle,0.825216,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
97,97,14400s1c8G,2,best_ensemble_model,,vehicle,0.801353,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
98,98,14400s1c8G,3,best_ensemble_model,,vehicle,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
99,99,14400s1c8G,4,best_ensemble_model,,vehicle,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesAny_ensemble_highest_repeat_trusted,,,0
100,100,14400s1c8G,0,best_ensemble_model,,Albert,0.659886,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
101,101,14400s1c8G,1,best_ensemble_model,,Albert,0.657558,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
102,102,14400s1c8G,2,best_ensemble_model,,Albert,0.672891,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
103,103,14400s1c8G,3,best_ensemble_model,,Albert,0.625341,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
104,104,14400s1c8G,4,best_ensemble_model,,Albert,0.661227,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
105,105,14400s1c8G,0,best_ensemble_model,,Australian,0.885823,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
106,106,14400s1c8G,1,best_ensemble_model,,Australian,0.815365,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
107,107,14400s1c8G,2,best_ensemble_model,,Australian,0.820034,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
108,108,14400s1c8G,3,best_ensemble_model,,Australian,0.84635,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
109,109,14400s1c8G,4,best_ensemble_model,,Australian,0.898981,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
110,110,14400s1c8G,0,best_ensemble_model,,MiniBooNE,0.90877,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
111,111,14400s1c8G,1,best_ensemble_model,,MiniBooNE,0.924539,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
112,112,14400s1c8G,2,best_ensemble_model,,MiniBooNE,0.923034,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
113,113,14400s1c8G,3,best_ensemble_model,,MiniBooNE,0.926471,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
114,114,14400s1c8G,4,best_ensemble_model,,MiniBooNE,0.93627,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
115,115,14400s1c8G,0,best_ensemble_model,,adult,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
116,116,14400s1c8G,1,best_ensemble_model,,adult,0.840636,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
117,117,14400s1c8G,2,best_ensemble_model,,adult,0.798615,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
118,118,14400s1c8G,3,best_ensemble_model,,adult,0.821823,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
119,119,14400s1c8G,4,best_ensemble_model,,adult,0.823427,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
120,120,14400s1c8G,0,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
121,121,14400s1c8G,1,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
122,122,14400s1c8G,2,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
123,123,14400s1c8G,3,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
124,124,14400s1c8G,4,best_ensemble_model,,cnae-9,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
125,125,14400s1c8G,0,best_ensemble_model,,connect-4,0.535768,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
126,126,14400s1c8G,1,best_ensemble_model,,connect-4,0.670604,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
127,127,14400s1c8G,2,best_ensemble_model,,connect-4,0.626041,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
128,128,14400s1c8G,3,best_ensemble_model,,connect-4,0.743214,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
129,129,14400s1c8G,4,best_ensemble_model,,connect-4,0.550282,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
130,130,14400s1c8G,0,best_ensemble_model,,higgs,0.636172,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
131,131,14400s1c8G,1,best_ensemble_model,,higgs,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
132,132,14400s1c8G,2,best_ensemble_model,,higgs,0.730442,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
133,133,14400s1c8G,3,best_ensemble_model,,higgs,0.732323,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
134,134,14400s1c8G,4,best_ensemble_model,,higgs,0.715245,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
135,135,14400s1c8G,0,best_ensemble_model,,kr-vs-kp,0.993738,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
136,136,14400s1c8G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
137,137,14400s1c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
138,138,14400s1c8G,3,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
139,139,14400s1c8G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
140,140,14400s1c8G,0,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
141,141,14400s1c8G,1,best_ensemble_model,,segment,0.978355,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
142,142,14400s1c8G,2,best_ensemble_model,,segment,0.987013,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
143,143,14400s1c8G,3,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
144,144,14400s1c8G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
145,145,14400s1c8G,0,best_ensemble_model,,vehicle,0.0,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
146,146,14400s1c8G,1,best_ensemble_model,,vehicle,0.814394,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
147,147,14400s1c8G,2,best_ensemble_model,,vehicle,0.837121,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
148,148,14400s1c8G,3,best_ensemble_model,,vehicle,0.883658,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
149,149,14400s1c8G,4,best_ensemble_model,,vehicle,0.873377,autosklearnEnsembleIntensification_520_members10_repeats5_level2_strategyInstancesSelf_ensemble_highest_repeat_trusted,,,0
150,150,14400s1c8G,0,best_ensemble_model,,Albert,0.648669,autosklearnEnsembleIntensification_520_members5_repeats10_level2_strategyTimeSplit_ensemble_highest_repeat_trusted,,,0
151,151,14400s1c8G,1,best_ensemble_model,,Albert,0.604153,autosklearnEnsembleIntensification_520_members5_repeats10_level2_strategyTimeSplit_ensemble_highest_repeat_trusted,,,0
152,152,14400s1c8G,2,best_ensemble_model,,Albert,0.608527,autosklearnEnsembleIntensification_520_members5_repeats10_level2_strategyTimeSplit_ensemble_highest_repeat_trusted,,,0
