id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/168329,Helena,constantpredictor,1,4.14412,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:46:24,0.0,1,459552913,,0.0613497,,4.14412
openml.org/t/168329,Helena,constantpredictor,2,4.14381,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:46:34,0.0,1,459552914,,0.0613497,,4.14381
openml.org/t/168329,Helena,constantpredictor,3,4.14411,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:46:44,0.0,1,459552915,,0.0613497,,4.14411
openml.org/t/168329,Helena,constantpredictor,4,4.14401,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:46:54,0.0,1,459552916,,0.0613497,,4.14401
openml.org/t/168329,Helena,constantpredictor,5,4.14407,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:47:04,0.0,1,459552917,,0.0613497,,4.14407
openml.org/t/168329,Helena,constantpredictor,6,4.14336,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:47:14,0.0,1,459552918,,0.0615125,,4.14336
openml.org/t/168329,Helena,constantpredictor,7,4.14266,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:47:24,0.0,1,459552919,,0.0615125,,4.14266
openml.org/t/168329,Helena,constantpredictor,8,4.14324,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:47:34,0.0,1,459552920,,0.0615125,,4.14324
openml.org/t/168329,Helena,constantpredictor,9,4.14231,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:47:44,0.0,1,459552921,,0.0615125,,4.14231
openml.org/t/146606,higgs,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:48:10,0.0,1,459552912,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:48:22,0.0,1,459552913,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:48:34,0.0,1,459552914,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:48:45,0.0,1,459552915,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:48:57,0.0,1,459552916,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:49:08,0.0,1,459552917,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:49:20,0.0,1,459552918,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:49:32,0.0,1,459552919,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:49:43,0.0,1,459552920,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:49:55,0.0,1,459552921,,0.528608,0.5,
openml.org/t/168330,Jannis,constantpredictor,0,1.10882,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:50:28,0.0,1,459552912,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor,1,1.10882,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:50:47,0.0,1,459552913,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor,2,1.10882,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:51:06,0.0,1,459552914,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor,3,1.10849,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:51:24,0.0,1,459552915,,0.46005,,1.10849
openml.org/t/168330,Jannis,constantpredictor,4,1.10837,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:51:43,0.0,1,459552916,,0.46017,,1.10837
openml.org/t/168330,Jannis,constantpredictor,5,1.10837,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:52:01,0.0,1,459552917,,0.46017,,1.10837
openml.org/t/168330,Jannis,constantpredictor,6,1.10875,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:52:20,0.0,1,459552918,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor,7,1.10875,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:52:39,0.0,1,459552919,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor,8,1.10875,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:52:57,0.0,1,459552920,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor,9,1.10875,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:16,0.0,1,459552921,,0.46005,,1.10875
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,0,0.934926,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:21,0.0,1,459552912,,0.514726,,0.934926
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,1,0.934926,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:22,0.0,1,459552913,,0.514726,,0.934926
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,2,0.935299,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:24,0.0,1,459552914,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,3,0.935299,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:25,0.0,1,459552915,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,4,0.935299,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:27,0.0,1,459552916,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,5,0.935299,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:28,0.0,1,459552917,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,6,0.935299,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:29,0.0,1,459552918,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,7,0.934989,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:31,0.0,1,459552919,,0.514502,,0.934989
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,8,0.934989,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:32,0.0,1,459552920,,0.514502,,0.934989
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor,9,0.934987,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:53:34,0.0,1,459552921,,0.514617,,0.934987
openml.org/t/3945,KDDCup09_appetency,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:54:04,0.0,1,459552912,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:54:24,0.0,1,459552913,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:54:44,0.0,1,459552914,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:55:04,0.0,1,459552915,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:55:24,0.0,1,459552916,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:55:44,0.0,1,459552917,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:56:04,0.0,1,459552918,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:56:25,0.0,1,459552919,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:56:45,0.0,1,459552920,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:57:05,0.0,1,459552921,,0.9822,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:57:50,0.0,1,459552912,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:58:14,0.0,1,459552913,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:58:38,0.0,1,459552914,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:59:02,0.0,1,459552915,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:59:26,0.0,1,459552916,,0.719437,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T15:59:49,0.0,1,459552917,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:00:13,0.0,1,459552918,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:00:38,0.0,1,459552919,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:01:02,0.0,1,459552920,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:01:26,0.0,1,459552921,,0.71936,0.5,
openml.org/t/9977,nomao,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:01:41,0.0,1,459552912,,0.714534,0.5,
openml.org/t/9977,nomao,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:01:52,0.0,1,459552913,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:02,0.0,1,459552914,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:12,0.0,1,459552915,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:23,0.0,1,459552916,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:33,0.0,1,459552917,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:44,0.0,1,459552918,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:02:54,0.0,1,459552919,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:03:05,0.0,1,459552920,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:03:15,0.0,1,459552921,,0.714452,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:03:38,0.0,1,459552912,,0.505087,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:03:47,0.0,1,459552913,,0.505087,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:03:56,0.0,1,459552914,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:06,0.0,1,459552915,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:15,0.0,1,459552916,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:25,0.0,1,459552917,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:34,0.0,1,459552918,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:43,0.0,1,459552919,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:04:53,0.0,1,459552920,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:05:02,0.0,1,459552921,,0.505191,0.5,
openml.org/t/168338,riccardo,constantpredictor,0,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:22:40,0.0,1,459552912,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,1,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:35:37,0.0,1,459552913,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,2,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T16:48:31,0.0,1,459552914,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,3,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T17:01:06,0.0,1,459552915,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,4,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T17:13:39,0.0,1,459552916,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,5,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T17:26:06,0.0,1,459552917,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,6,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T17:38:24,0.0,1,459552918,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,7,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T17:50:33,0.0,1,459552919,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,8,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T18:02:35,0.0,1,459552920,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor,9,0.5,aws.docker,0.19.2,{'encode': True},stable,2019-04-15T18:14:30,0.0,1,459552921,,0.75,0.5,
